物流单号,spu_id,商品名称,品牌,一级分类,发货仓库,目的地城市,物流公司,运输方式,发货日期,预计到达,实际到达,运输天数,物流运费,发货数量,件单价,物流状态
YT2604134356463,3466006152314254283,麦吉丽Mageline水润无瑕气垫BB霜遮瑕提亮持久保湿滋润,麦吉丽 (Mageline),个护化妆,广州白云仓,深圳,中通快递,同城配送,2026-04-13,2026-04-15,2026-04-15,2,6.05,1,398.0,已签收
YT2604181918038,3452041158417624668,斯凯奇熊猫鞋 99999111,斯凯奇 (SKECHERS),运动健康,北京通州仓,重庆,极兔速递,特快专递,2026-04-18,2026-04-20,2026-04-20,2,10.03,1,269.0,运输中
YT2604174627500,3431315962744451746,HL020 回力2020新款女鞋帆布鞋女百搭韩版运动休闲鞋平底板鞋,回力 (Warrior),未分类,广州白云仓,沈阳,极兔速递,标准快递,2026-04-17,2026-04-19,2026-04-19,2,13.06,2,79.01,已签收
YT2605286495607,3439798578988602102,IEF 爱依服毛织卫衣1720A D3603,爱依服 (IEF),服装,上海嘉定仓,西安,德邦物流,特快专递,2026-05-28,2026-06-01,2026-06-01,4,22.77,3,82.5,已揽收
YT2606257919877,3460803024962903760,3斤 5斤古力巴戈新疆特产皮核桃手提礼盒装包邮,古力巴戈 (Gul Bag),食品酒水,成都双流仓,长沙,京东物流,陆运快件,2026-06-25,2026-06-27,2026-06-27,2,14.67,1,71.9,已签收
YT2606263787326,3475250273021256638,巴拉巴拉女童大童夏POLO裙208221111059,巴拉巴拉 (BALABALA),服装,广州白云仓,深圳,极兔速递,特快专递,2026-06-26,2026-06-28,2026-06-28,2,21.56,2,147.15,已揽收
YT2605174914059,3460937899988624390,肌琳莎轻薄水润女保湿遮瑕控油裸妆持久粉底液TF2,汤姆福特 (Tom Ford),个护化妆,北京通州仓,昆明,德邦物流,同城配送,2026-05-17,2026-05-18,2026-05-18,1,8.38,1,47.9,已签收
YT2604012771766,3494203914616728808,欧佩紫苏温和卸妆水,欧佩 (ou pei),个护化妆,成都双流仓,长沙,中通快递,航空快件,2026-04-01,2026-04-02,2026-04-02,1,10.78,1,49.9,已揽收
YT2605158480784,3427592592890668776,马克华菲凉鞋女790195059146,马克华菲 (Mark Fairwhale),未分类,成都双流仓,合肥,申通快递,航空快件,2026-05-15,2026-05-19,2026-05-19,4,21.21,2,49.01,派送中
YT2604279015420,3435984794184464923,武汉天元新款刚作浮漂,天元,运动健康,武汉东西湖仓,宁波,申通快递,航空快件,2026-04-27,2026-04-30,2026-04-30,3,21.02,1,95.17,运输中
YT2606191961228,3475261895269872035,万国小王子 95新 104138022500 订金单拍不发货,万国 (IWC),珠宝礼品,成都双流仓,福州,顺丰速运,同城配送,2026-06-19,2026-06-20,2026-06-20,1,9.97,1,7000.0,运输中
YT2604037409033,3458394233441003102,热卖 男士棉衣 719,pwe,服装,上海嘉定仓,长沙,韵达物流,同城配送,2026-04-03,2026-04-08,2026-04-10,7,35.29,8,124.88,已延误
YT2605157418380,3418337056471036415,627抖1 LOUIS VUITTON 9新 3597013,路易威登 (Louis Vuitton),未分类,成都双流仓,杭州,申通快递,特快专递,2026-05-15,2026-05-18,2026-05-18,3,16.87,1,3038.01,运输中
YT2605042457154,3459881462520746628,小波纹女士堆堆领上衣HY011,恒源祥 (HYX),服装,成都双流仓,杭州,圆通快递,陆运快件,2026-05-04,2026-05-05,2026-05-05,1,17.76,1,268.0,已揽收
YT2604241571790,3459166036807553768,香奈儿 托特包 95新 20091921,奢小喵,箱包饰品,武汉东西湖仓,苏州,德邦物流,陆运快件,2026-04-24,2026-04-29,2026-04-30,6,6.9,1,9999.0,已延误
YT2606021825424,3472819888291248995,新百伦酷跑官方正品580系列情侣款跑步休闲鞋,新百伦 (NEW BOLUNE),服装,上海嘉定仓,长沙,极兔速递,同城配送,2026-06-02,2026-06-06,2026-06-06,4,11.28,2,89.25,运输中
YT2606226969290,3494523294919616468,ManukaBee小蜜坊氨基酸洁面巾一次性卸妆干巾,小蜜坊 (manukabee),个护化妆,广州白云仓,南京,中通快递,航空快件,2026-06-22,2026-06-27,2026-06-27,5,30.36,7,52.22,派送中
YT2606098308172,3478769601637164257,B店精选B 汤里柏琦 99新 市场价800,绿业 (LYP),其他,武汉东西湖仓,南京,德邦物流,航空快件,2026-06-09,2026-06-11,2026-06-11,2,28.79,4,499.0,已签收
YT2605191776789,3436822218234012501,安踏男休闲鞋111948823R 1,安踏 (ANTA),未分类,成都双流仓,合肥,韵达物流,标准快递,2026-05-19,2026-05-23,2026-05-23,4,10.92,2,89.91,运输中
YT2604189072471,3477702514856595852,SS215082史努比夏款防蚊裤,史努比 (Snoopy),母婴,广州白云仓,沈阳,京东物流,陆运快件,2026-04-18,2026-04-19,2026-04-19,1,20.55,1,39.9,运输中
YT2606293580837,3443606709594113180,肌琳莎马油滋润呵护膏,肌琳莎 (jilinsha),个护化妆,北京通州仓,沈阳,极兔速递,同城配送,2026-06-29,2026-07-04,2026-07-04,5,14.89,3,13.96,已揽收
YT2605112517141,3429438387734620937,后拱辰享洁面小样2ml 120片 包,后 (The history of whoo),个护化妆,成都双流仓,昆明,韵达物流,同城配送,2026-05-11,2026-05-13,2026-05-13,2,20.57,2,93.11,派送中
YT2606136576256,3448512672931445914,组合装 十月稻田轻食三色糙米五谷杂粮红黑米粗粮480g 6盒,十月稻田,食品酒水,广州白云仓,长沙,顺丰速运,标准快递,2026-06-13,2026-06-17,2026-06-17,4,20.89,2,44.25,运输中
YT2605079931180,3444468157727815312,欧莱雅紫熨斗眼霜30ml,欧莱雅 (L'OREAL),未分类,上海嘉定仓,南京,申通快递,标准快递,2026-05-07,2026-05-11,2026-05-13,6,93.67,136,257.54,已延误
YT2605112334406,3469872958758110001,Adidas阿迪达斯男鞋休闲运动鞋板鞋DB0273,阿迪达斯 (Adidas),运动健康,北京通州仓,上海,申通快递,陆运快件,2026-05-11,2026-05-14,2026-05-14,3,19.2,1,279.0,已揽收
YT2606279249175,3497362369284281628,自然堂肌活抗皱两步曲二部面膜神经酰胺紧致淡化细纹补水保湿,自然堂 (CHANDO),其他,广州白云仓,重庆,德邦物流,航空快件,2026-06-27,2026-06-29,2026-06-29,2,8.69,2,39.67,运输中
YT2604222607638,3458217023140721274,B47周大生经典圆形泡泡套链,周大生 (Chow Tai Seng),珠宝礼品,成都双流仓,杭州,极兔速递,航空快件,2026-04-22,2026-04-27,2026-04-27,5,22.83,7,999.0,运输中
YT2605025889151,3490690530420072652,茅台集团出品茅韵酒M9 53度酱香型白酒 500ml,茅韵,食品酒水,武汉东西湖仓,宁波,顺丰速运,陆运快件,2026-05-02,2026-05-04,2026-05-04,2,14.53,4,228.0,派送中
YT2606126867581,3476742585102500447,隆澳优鲜 老鼠斑 500 2000g,隆澳,食品酒水,武汉东西湖仓,南宁,极兔速递,特快专递,2026-06-12,2026-06-16,2026-06-18,6,30.98,11,199.0,已延误
YT2606287502021,3491421213987836578,迪奥设计小众网纱亮片上衣 半身裙缎面丝滑可盐可甜炸街两件套女,迪奥 (DIOR),服装,武汉东西湖仓,昆明,德邦物流,陆运快件,2026-06-28,2026-07-02,2026-07-02,4,24.54,5,206.96,已签收
YT2605306770434,3437516108813476753,Coach 新款大号戴妃包纯色款 七色可选,蔻驰 (COACH),未分类,广州白云仓,济南,中通快递,同城配送,2026-05-30,2026-06-01,2026-06-01,2,10.5,2,1296.76,派送中
YT2606078173618,3465603256514967348,YUFEI 1907 菲姐时尚打底,禹菲,图书音像,北京通州仓,重庆,极兔速递,航空快件,2026-06-07,2026-06-12,2026-06-12,5,21.7,4,129.0,派送中
YT2606075415360,3426434562560028626,珀莱雅水漾芯肌护肤品女补水保湿玻尿酸化妆品套装旗舰,珀莱雅 (PROYA),未分类,广州白云仓,郑州,京东物流,同城配送,2026-06-07,2026-06-11,2026-06-11,4,376.65,274,229.01,运输中
YT2605215953199,3470862699645303363,童泰儿童角巾四条装,童泰 (TONGTAI),母婴,武汉东西湖仓,武汉,顺丰速运,航空快件,2026-05-21,2026-05-26,2026-05-26,5,23.27,2,15.91,派送中
YT2606121828257,3469013548611550749,心上 路易威登 手提包 9成新 DBW KY,路易威登 (Louis Vuitton),箱包饰品,上海嘉定仓,西安,顺丰速运,特快专递,2026-06-12,2026-06-17,2026-06-20,8,10.8,1,3625.0,已延误
YT2605172543844,3452884120886218365,077 MAC高光小样,魅可 (MAC),个护化妆,上海嘉定仓,长春,德邦物流,航空快件,2026-05-17,2026-05-20,2026-05-20,3,12.39,3,30.34,派送中
YT2604059645529,3441675612840945249,HDX311 李宁复古系列女子套头无帽卫衣AWDP458,李宁 (LI-NING),未分类,武汉东西湖仓,哈尔滨,圆通快递,标准快递,2026-04-05,2026-04-09,2026-04-09,4,72.71,58,99.43,运输中
YT2605028696066,3481040986493338520,Aape 潮流情侣款时尚夏季短袖T恤AAPTEM9350XXE,AAPE,服装,广州白云仓,合肥,德邦物流,陆运快件,2026-05-02,2026-05-06,2026-05-08,6,17.7,2,348.83,已延误
YT2604197007044,3449305096528202844,99新 MCM 单肩斜挎包 公价9000 嘉姐 旭沃 BFJ0021,MCM,未分类,北京通州仓,青岛,中通快递,陆运快件,2026-04-19,2026-04-20,2026-04-20,1,23.18,2,942.0,已揽收
YT2604227436344,3471146491647803168,snoopy 史努比 SN6214款卫衣套装,史努比 (Snoopy),母婴,广州白云仓,成都,极兔速递,特快专递,2026-04-22,2026-04-27,2026-04-27,5,15.5,1,49.9,运输中
YT2604105895607,3464131854423198595,Mbox 烟雨朦胧 2021春季新款耳环 DHSC01841 010400,Mbox,珠宝礼品,北京通州仓,成都,德邦物流,航空快件,2026-04-10,2026-04-12,2026-04-12,2,29.86,34,61.7,已揽收
YT2606278891117,3448226664381824510,Ciarlsy新品蝴蝶幻影系列手链c11064,Ciarlsy,未分类,北京通州仓,武汉,中通快递,标准快递,2026-06-27,2026-06-29,2026-06-29,2,33.95,14,271.16,已签收
YT2604303850770,3428514507872434516,justcc设计感优雅收腰衬衫连衣裙两件套,JUSTCC,未分类,北京通州仓,天津,申通快递,标准快递,2026-04-30,2026-05-01,2026-05-01,1,6.37,1,130.81,已签收
YT2606016812091,3428531786500732718,JUSTCC 设计感优雅收腰衬衫连衣裙两件套,JUSTCC,未分类,成都双流仓,天津,极兔速递,航空快件,2026-06-01,2026-06-04,2026-06-04,3,19.35,1,130.81,派送中
YT2605159916505,3491610664936555100,范里奇奇烟酰胺身体乳补水保湿全身滋润舒缓肌肤香体润肤乳女,范里奇奇 (FANLIKIKI),个护化妆,上海嘉定仓,广州,德邦物流,同城配送,2026-05-15,2026-05-17,2026-05-17,2,19.87,1,9.9,已揽收
YT2606127730580,3481618818500010178,水洗冰丝乳胶被,雅鹿（YALOO）,家居家装,上海嘉定仓,石家庄,京东物流,航空快件,2026-06-12,2026-06-16,2026-06-16,4,308.02,105,198.01,已揽收
YT2604254966171,3432397325996302962,佬食仁铜锣烧整箱300克,佬食仁,食品酒水,成都双流仓,福州,顺丰速运,同城配送,2026-04-25,2026-04-26,2026-04-26,1,70.04,72,9.15,运输中
YT2605076360488,3456723495474598209,98919晨光小方盒,晨光 (M&G),电脑办公,广州白云仓,福州,圆通快递,特快专递,2026-05-07,2026-05-10,2026-05-10,3,29.22,25,43.94,派送中
YT2604272687334,3453029170379124743,美则honeymate进口棉超薄透气日用夜用组合装超长,honeymate,箱包饰品,武汉东西湖仓,北京,顺丰速运,同城配送,2026-04-27,2026-04-30,2026-05-01,4,20.24,1,79.0,已延误
YT2606062378784,3448214194103677827,vgrass维格娜丝连衣裙VSFYK11480,v·grass,服装,广州白云仓,大连,德邦物流,陆运快件,2026-06-06,2026-06-10,2026-06-10,4,9.47,1,399.0,已揽收
YT2605216092954,3473930590364038593,迈格兔宝宝条纹短袖纯棉T桖,迈格兔,服装,广州白云仓,石家庄,韵达物流,同城配送,2026-05-21,2026-05-22,2026-05-22,1,53.37,28,13.74,运输中
YT2604081276291,3450604004143406372,胖虎路易威登 95新 公价17200 992011170093,路易威登 (Louis Vuitton),未分类,北京通州仓,合肥,德邦物流,陆运快件,2026-04-08,2026-04-10,2026-04-10,2,21.17,2,4999.0,已签收
YT2605276782389,3479864474649924430,天使之泪S925银珈白丽珍珠项链11 13mm,天使之泪 (ANGEPERLE),珠宝礼品,北京通州仓,杭州,韵达物流,航空快件,2026-05-27,2026-05-30,2026-05-30,3,15.91,1,2999.0,运输中
YT2604294433200,3417556493485115591,110 140巴拉巴拉女童短裤21102200422,巴拉巴拉 (BALABALA),未分类,广州白云仓,福州,韵达物流,同城配送,2026-04-29,2026-05-02,2026-05-02,3,6.42,1,79.01,已签收
YT2605123039720,3488446895305659651,阿迪达斯中性休闲鞋G27707,阿迪达斯 (Adidas),运动健康,成都双流仓,苏州,申通快递,标准快递,2026-05-12,2026-05-15,2026-05-15,3,139.59,102,349.0,运输中
YT2604128839240,3426724161467378851,斐乐潮牌女鞋火星,斐乐 (FILA),未分类,武汉东西湖仓,太原,韵达物流,陆运快件,2026-04-12,2026-04-15,2026-04-17,5,9.12,3,638.87,已延误
YT2606129002292,3489439041374576072,LYP 路易威登 95新 市场价4500,路易威登 (Louis Vuitton),未分类,北京通州仓,昆明,顺丰速运,航空快件,2026-06-12,2026-06-17,2026-06-17,5,7.93,1,1699.0,运输中
YT2606178225832,3413083173377181752,HORMOVE ACTIVE 女士防风外套 HAW193LS039,HORMOVE ACTIVE,运动健康,成都双流仓,西安,极兔速递,标准快递,2026-06-17,2026-06-22,2026-06-22,5,26.54,11,473.74,已签收
YT2606061307887,3481641777180582445,洋气蝴蝶结泡泡袖公主裙,艺秀童阁,母婴,成都双流仓,西安,德邦物流,航空快件,2026-06-06,2026-06-10,2026-06-10,4,9.28,3,57.5,已签收
YT2606024955327,3478790260337568900,Z04975 U形爱18K金钻石吊坠,周六福 (ZLF),珠宝礼品,广州白云仓,北京,申通快递,陆运快件,2026-06-02,2026-06-07,2026-06-07,5,20.38,1,1290.0,已签收
YT2605083112568,3455487730287568564,包展捡漏 路易威登 763833,路易威登 (Louis Vuitton),箱包饰品,成都双流仓,武汉,中通快递,陆运快件,2026-05-08,2026-05-11,2026-05-11,3,8.05,1,3582.0,运输中
YT2606237179145,3491053128705523503,兰蔻极光水 50ml,兰蔻 (LANCOME),个护化妆,上海嘉定仓,天津,圆通快递,同城配送,2026-06-23,2026-06-28,2026-06-30,7,20.96,1,92.0,已延误
YT2606276966875,3441837228165349415,C3,三只松鼠 (Three Squirrels),未分类,成都双流仓,北京,申通快递,标准快递,2026-06-27,2026-06-29,2026-06-29,2,103.25,29,37.81,已签收
YT2604024600934,3442232674578727894,雪花秀滋阴水乳二件套HJ01,雪花秀 (SULWHASOO),未分类,武汉东西湖仓,长春,韵达物流,陆运快件,2026-04-02,2026-04-05,2026-04-05,3,11.65,1,359.01,运输中
YT2606045916369,3472849671733571895,XuanGeMoXiang 包包 挎包,轩阁墨香,箱包饰品,北京通州仓,沈阳,德邦物流,陆运快件,2026-06-04,2026-06-07,2026-06-07,3,20.57,2,201.0,运输中
YT2606085353559,3504204133932603177,只二Michael Kors 95新 公价3480 097810304181,迈克科尔斯 (MICHAEL KORS),未分类,武汉东西湖仓,天津,德邦物流,特快专递,2026-06-08,2026-06-09,2026-06-09,1,10.54,1,732.0,已揽收
YT2606051435550,3456927798336300362,中国黄金 财富金条 50克,中国黄金 (China Gold),珠宝礼品,成都双流仓,沈阳,京东物流,特快专递,2026-06-05,2026-06-07,2026-06-07,2,242.95,248,20200.0,运输中
YT2605294777520,3491085111196274811,罗兰度睿朗系列RG6029,罗兰度 (Rolendo),手机数码,广州白云仓,杭州,顺丰速运,陆运快件,2026-05-29,2026-06-01,2026-06-01,3,108.38,39,692.41,派送中
YT2604283201281,3484595267452425824,路易威登 95新 市场价16800,路易威登 (Louis Vuitton),未分类,北京通州仓,合肥,极兔速递,陆运快件,2026-04-28,2026-05-01,2026-05-01,3,14.37,1,5899.0,运输中
YT2606041060376,3459628656358483584,老板娘 3N3N毛衣 HY20838,3N3N,服装,武汉东西湖仓,杭州,韵达物流,陆运快件,2026-06-04,2026-06-08,2026-06-08,4,83.99,37,187.91,运输中
YT2606159940857,3426109392616043295,安洁利严选PANDORA潘多拉手环 sk2281 成色 以直播间讲解为准,潘多拉 (PANDORA),未分类,北京通州仓,宁波,京东物流,同城配送,2026-06-15,2026-06-16,2026-06-16,1,17.27,1,1380.0,已揽收
YT2605076006319,3452585605584794025,福利 活力28 洗手泡258g 3瓶,活力28,未分类,上海嘉定仓,长春,京东物流,同城配送,2026-05-07,2026-05-12,2026-05-12,5,73.45,24,10.0,派送中
YT2606052356231,3455769312554519156,意尔康新款女鞋雪地靴Y763ZK49274W,意尔康 (YEARCON),服装,上海嘉定仓,昆明,极兔速递,航空快件,2026-06-05,2026-06-06,2026-06-06,1,12.39,1,179.0,已签收
YT2606271830170,3462671438916530097,FILA 斐乐官方 GELATO雪糕鞋女 2021春季新款增高鞋F12W114207FBK,斐乐 (FILA),运动健康,广州白云仓,南宁,中通快递,陆运快件,2026-06-27,2026-07-01,2026-07-01,4,22.82,2,462.0,派送中
YT2605083741852,3452119333097051641,小花4乔 P139330174 99新 PANDORA 光板单圈手链,潘多拉 (PANDORA),未分类,成都双流仓,广州,德邦物流,特快专递,2026-05-08,2026-05-12,2026-05-12,4,16.42,1,380.0,已签收
YT2604018661970,3471517029339658020,A406 中国黄金足金饰品 3D字圆牌吊坠,中国黄金 (China Gold),珠宝礼品,北京通州仓,西安,德邦物流,特快专递,2026-04-01,2026-04-06,2026-04-06,5,45.0,29,269.93,已揽收
YT2605297698026,3477739320511746068,HLA 海澜之家休闲九分裤21夏季简约质感舒适休闲裤男,海澜之家 (HLA),服装,广州白云仓,哈尔滨,圆通快递,同城配送,2026-05-29,2026-06-01,2026-06-01,3,20.26,1,99.0,已签收
YT2605188868383,3437973703210747175,福利款 MIUCO甜美撞色蝴蝶结飘带领针织松身针织毛衣女装2020秋季,MIUCO,未分类,北京通州仓,上海,中通快递,特快专递,2026-05-18,2026-05-19,2026-05-19,1,11.09,3,156.67,已签收
YT2605218311038,3464527850340797401,A1056 S925银镶玉戒指,中国黄金 (China Gold),珠宝礼品,广州白云仓,长春,圆通快递,陆运快件,2026-05-21,2026-05-23,2026-05-23,2,126.39,53,199.0,运输中
YT2606113317283,3430750167391934930,大牛 卡地亚 蓝气球W6920085 未使用 33mm 公价43300,卡地亚 (Cartier),珠宝礼品,广州白云仓,南京,申通快递,特快专递,2026-06-11,2026-06-12,2026-06-12,1,13.83,1,33166.67,已签收
YT2604018841595,3414946901420849852,芭芭鸭帆布鞋板鞋运动鞋456,芭芭鸭,服装,北京通州仓,大连,韵达物流,陆运快件,2026-04-01,2026-04-05,2026-04-05,4,22.06,11,29.88,已签收
YT2606221605901,3493439266506277856,CM龙瓷V6礼盒浓香型白酒500ML 2瓶,龙瓷 (LONGCI),食品酒水,北京通州仓,深圳,极兔速递,同城配送,2026-06-22,2026-06-24,2026-06-24,2,929.24,328,188.0,运输中
YT2606043501374,3492542990633809136,依波表sunshine太阳花时尚石英表女表3630,依波 (Ebohr),珠宝礼品,上海嘉定仓,南宁,极兔速递,标准快递,2026-06-04,2026-06-09,2026-06-09,5,21.39,2,469.0,已签收
YT2604133315905,3474755823408954122,B店精选D 路易威登 98新 市场价10900,路易威登 (Louis Vuitton),箱包饰品,北京通州仓,长春,申通快递,特快专递,2026-04-13,2026-04-15,2026-04-15,2,8.42,1,8399.0,运输中
YT2605192859741,3490560504395620441,M 史努比宽松短袖T恤 F466A 1,史努比 (Snoopy),服装,上海嘉定仓,广州,韵达物流,航空快件,2026-05-19,2026-05-23,2026-05-23,4,19.25,9,23.0,运输中
YT2604145682877,3447240739749242790,3ce化妆jing,三熹玉 (STYLENANDA 3CE),个护化妆,武汉东西湖仓,太原,德邦物流,航空快件,2026-04-14,2026-04-16,2026-04-16,2,9.71,1,52.0,已揽收
YT2606186694787,3455453368418444802,雅鹿 自由自在系列假两件羽绒服FZ001A53650 Z057,雅鹿（YALOO）,服装,广州白云仓,杭州,韵达物流,标准快递,2026-06-18,2026-06-20,2026-06-20,2,7.29,3,1999.0,运输中
